matrix,priority,characterId,character,characterSlug,pose,family,variant,device,configuration,clothing,equipmentPreset,affect,phase,status,targetAsset,targetFile,exactLegacyAsset,legacyCandidate,optional
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","dress_stockings","none","guarded","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/standing/stockings__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","dress_stockings","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","dress_stockings","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","dress_stockings","none","subspace","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","dress_stockings","none","climax","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__climax.png","","/character-images/interactions-expanded/iona/exposure/standing/stockings__free__climax__peak.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","dress_stockings","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/dress_stockings__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","neutral","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","receptive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__receptive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","guarded","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__guarded.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","subspace","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","climax","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","jumpsuit","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/jumpsuit__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","neutral","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","receptive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/standing/open_top__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","guarded","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/standing/open_top__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","subspace","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","climax","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__climax.png","","/character-images/interactions-expanded/iona/exposure/standing/open_top__free__climax__peak.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","lab_gown","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/lab_gown__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","neutral","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","receptive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/standing/underwear__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","guarded","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/standing/underwear__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","subspace","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","climax","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__climax.png","","/character-images/interactions-expanded/iona/exposure/standing/underwear__free__climax__peak.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","standing_exposed","","","","","calibration_set","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/standing_exposed/calibration_set__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/covering/nude__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/covering/nude__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","subspace","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","climax","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","nude","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/covering/nude__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/nude__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/covering/underwear__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/covering/underwear__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","subspace","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","climax","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","underwear","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/covering/underwear__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/underwear__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/covering/open_top__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/covering/open_top__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","subspace","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","climax","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/covering/dress__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__receptive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__guarded.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","subspace","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","climax","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","dress_stockings","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/covering/dress_stockings__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/dress_stockings__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__receptive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__guarded.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","subspace","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","climax","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","jumpsuit","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/covering/jumpsuit__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/jumpsuit__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/covering/open_top__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/covering/open_top__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__high_negative.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","subspace","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__subspace.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","climax","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__climax.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","lab_gown","none","unconscious","","missing_generate","/character-images/calibration-v4/iona/covering/lab_gown__none__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/lab_gown__none__unconscious.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","calibration_set","none","neutral","","missing_generate","/character-images/calibration-v4/iona/covering/calibration_set__none__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/calibration_set__none__neutral.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","calibration_set","none","receptive","","missing_generate","/character-images/calibration-v4/iona/covering/calibration_set__none__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/calibration_set__none__receptive.png","","/character-images/interactions-expanded/iona/exposure/covering/underwear__free__receptive__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","calibration_set","none","guarded","","missing_generate","/character-images/calibration-v4/iona/covering/calibration_set__none__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/calibration_set__none__guarded.png","","/character-images/interactions-expanded/iona/exposure/covering/underwear__free__guarded__sustain.png",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","calibration_set","none","high_positive","","missing_generate","/character-images/calibration-v4/iona/covering/calibration_set__none__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/calibration_set__none__high_positive.png","","",""
"calibration-avatar","P0","NPC-LAB-01","Иона","iona","covering","","","","","calibration_set","none","high_negative","","missing_generate","/character-images/calibration-v4/iona/covering/calibration_set__none__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/covering/calibration_set__none__high_negative.png","","",""
